Wavelength (nm),Intensity (a.u.),Z Axis,
,01_SYN_50.00,01_SYN_55.00,01_SYN_60.00,01_SYN_65.00,01_SYN_70.00,01_SYN_75.00,01_SYN_80.00,01_SYN_85.00,01_SYN_90.00,01_SYN_95.00,01_SYN_100.00,01_SYN_105.00,01_SYN_110.00,01_SYN_115.00,01_SYN_120.00,01_SYN_125.00,01_SYN_130.00,01_SYN_135.00,01_SYN_140.00,01_SYN_145.00,01_SYN_150.00,01_SYN_155.00,01_SYN_160.00,01_SYN_165.00,01_SYN_170.00,01_SYN_175.00,01_SYN_180.00,01_SYN_185.00,01_SYN_190.00,01_SYN_195.00,01_SYN_200.00,01_SYN_205.00,01_SYN_210.00,01_SYN_215.00,01_SYN_220.00,01_SYN_225.00,01_SYN_230.00,01_SYN_235.00,01_SYN_240.00,01_SYN_245.00,01_SYN_250.00,01_SYN_255.00,01_SYN_260.00,01_SYN_265.00,01_SYN_270.00,01_SYN_275.00,01_SYN_280.00,01_SYN_285.00,01_SYN_290.00,01_SYN_295.00,01_SYN_300.00,01_SYN_305.00,01_SYN_310.00,01_SYN_315.00,01_SYN_320.00,01_SYN_325.00,01_SYN_330.00
267.959991455078,5.27589845657349,6.1521725654602,7.36993169784546,7.90959119796753,9.15065383911133,10.7644720077515,12.6431379318237,14.7186260223389,17.5145130157471,20.7577228546143,25.0087203979492,29.0566215515137,33.0576438903809,36.3420867919922,39.9359664916992,44.4382171630859,48.8775634765625,51.8091201782227,56.0869331359863,59.6242942810059,60.5920906066895,62.274055480957,63.9864654541016,65.7647094726563,66.7045593261719,67.7906265258789,68.4980087280273,69.54052734375,69.0837554931641,68.0009613037109,66.1260986328125,63.7568168640137,61.0248680114746,57.8305931091309,54.5320739746094,52.4861183166504,48.8132286071777,45.8495101928711,42.258113861084,39.0966682434082,36.7507438659668,34.2593154907227,33.8393821716309,63.0026969909668,84.1991577148438,56.4019622802734,24.9062767028809,19.6142807006836,18.051815032959,15.8577184677124,14.0769367218018,12.82164478302,11.6376247406006,11.5235414505005,11.8738603591919,10.9061365127563,9.20903587341309
270,6.14943790435791,7.03985548019409,7.82888746261597,8.69509792327881,10.0348987579346,11.407787322998,13.8408660888672,16.1221160888672,19.270845413208,22.557897567749,26.3853607177734,30.0097217559814,33.4600219726562,36.7038192749023,40.4986381530762,44.0181198120117,48.4642143249512,51.684268951416,54.5989532470703,56.839973449707,58.0130996704102,60.3085708618164,61.4368782043457,63.4444274902344,64.6917724609375,65.7073593139648,66.4018783569336,66.8043670654297,67.0418167114258,65.5020904541016,63.2610092163086,60.4115867614746,58.1661643981934,54.9642066955566,52.1002922058105,48.9184417724609,46.8931655883789,43.8339691162109,40.0859375,37.0245361328125,34.6409759521484,31.8849487304687,29.64133644104,46.5233955383301,78.053840637207,78.1692810058594,30.5129566192627,18.7718601226807,16.6673927307129,14.9790945053101,13.4591083526611,12.3086795806885,11.1659564971924,10.3124408721924,10.6833515167236,10.7682857513428,9.91868877410889
272,6.62944889068604,7.28008651733398,8.23663997650146,9.39974975585938,10.8453950881958,12.5571994781494,14.8496608734131,17.1337718963623,20.1834678649902,23.6731014251709,26.8694725036621,30.5808620452881,33.4804801940918,37.2322463989258,40.7571868896484,45.3029975891113,48.3478355407715,51.3533744812012,53.493595123291,55.5847282409668,56.5123901367188,58.6008949279785,59.9544448852539,60.9591674804687,62.7969284057617,63.1091804504394,63.6809539794922,64.250114440918,64.0958023071289,62.4899787902832,59.6733245849609,57.6421966552734,55.0552520751953,52.0735054016113,49.5760650634766,46.2068748474121,43.8879890441895,41.0317001342773,37.9778289794922,35.1745529174805,32.847469329834,30.0689926147461,27.9124813079834,31.8812732696533,69.2128677368164,84.668212890625,41.0692863464355,18.4481716156006,15.9182415008545,13.7189950942993,12.7896699905396,11.7229051589966,10.3710126876831,9.50142669677734,9.04445457458496,9.81654357910156,9.39487934112549
274,7.41603326797485,7.92876625061035,9.13995933532715,10.2568235397339,11.953724861145,13.8516931533813,15.7398204803467,18.3624038696289,21.2710933685303,24.2195739746094,28.0204486846924,31.9226016998291,34.0879936218262,37.4483108520508,40.7658996582031,44.8349075317383,47.6915893554687,50.3293609619141,52.4713935852051,54.3359985351562,55.314868927002,56.9962730407715,58.7051849365234,59.1122741699219,60.3003120422363,60.6139450073242,61.6620941162109,61.2050857543945,60.4748229980469,58.348991394043,56.3800582885742,54.2810173034668,51.5368804931641,48.6399345397949,47.0471572875977,44.1619453430176,40.654842376709,38.0979270935059,35.6526527404785,32.2819633483887,31.1417274475098,28.2369842529297,25.169584274292,25.4083862304687,49.8596458435059,77.0573043823242,57.9296760559082,21.5218982696533,14.3651523590088,13.397910118103,11.8990306854248,10.8816595077515,9.66688537597656,9.02763938903809,8.11851406097412,8.73623752593994,8.61113166809082
276,7.81372547149658,8.81320190429688,9.60810375213623,11.5968799591064,13.3157911300659,14.7510061264038,17.3492660522461,19.8856315612793,22.6171913146973,26.2505836486816,29.3080310821533,32.4245719909668,35.5392189025879,37.9935836791992,42.1229972839355,44.591682434082,47.7093734741211,49.8665771484375,51.4108963012695,51.8842506408691,53.9039878845215,55.3751754760742,56.5443649291992,56.7629547119141,57.7544288635254,58.5337409973145,58.6556930541992,58.5977973937988,57.6518936157227,55.8751831054687,53.748291015625,50.9336585998535,48.9919013977051,46.54736328125,43.7442855834961,41.5843887329102,38.3376770019531,35.5525932312012,33.3607788085937,31.7255821228027,28.9991931915283,26.7983951568604,24.3347206115723,22.1110553741455,31.2014274597168,65.520637512207,72.6701965332031,30.4517059326172,14.4962472915649,12.1989126205444,11.0809707641602,10.0885620117187,9.45803165435791,8.29226207733154,7.64368200302124,7.52702045440674,7.91528081893921
278,8.48977661132813,9.72201824188232,10.9945764541626,12.3502340316772,14.6449317932129,16.5595989227295,18.747974395752,21.2034740447998,24.3064498901367,27.6277103424072,30.4052429199219,33.8209686279297,36.1396217346191,39.385196685791,42.7643585205078,45.4900398254395,47.948673248291,49.6876640319824,50.9636993408203,52.3083076477051,53.5917663574219,54.0611381530762,55.3604202270508,55.7568016052246,56.2939567565918,57.7520179748535,56.8129348754883,56.0606842041016,55.2115783691406,53.1221351623535,50.9379577636719,49.4548149108887,46.8170204162598,44.3587074279785,41.6488952636719,39.3058090209961,36.089183807373,33.8585624694824,31.6063346862793,29.3909339904785,27.0542392730713,24.8800773620605,22.6839694976807,21.0330677032471,21.5759353637695,46.9133758544922,73.185661315918,49.4711151123047,17.0408706665039,11.9908084869385,10.5606393814087,9.47162628173828,8.83677864074707,8.19705486297607,7.32574367523193,6.79376029968262,6.77574682235718
280,9.17060279846191,10.7361602783203,11.9468517303467,13.7060613632202,15.5742597579956,18.0546531677246,20.4713668823242,23.7345409393311,26.4405708312988,29.5096549987793,32.8378601074219,34.5172424316406,38.207218170166,41.8863258361816,44.4178733825684,47.1293525695801,49.3283500671387,50.4015922546387,51.2054824829102,52.1976928710937,53.2793464660645,54.1178741455078,54.5313758850098,54.9432258605957,55.8546295166016,55.7861747741699,55.2872047424316,54.3410720825195,53.1083488464355,51.0687599182129,48.7317733764648,46.8424453735352,44.4959030151367,42.7631225585937,39.6353950500488,37.2586402893066,34.5268287658691,32.335823059082,30.0511512756348,27.9724884033203,25.4165897369385,22.9819965362549,21.0822505950928,19.606632232666,18.7149105072021,29.8068771362305,64.5562973022461,67.0754699707031,25.1678047180176,11.4009189605713,9.83836936950684,9.01907253265381,8.37013435363769,7.81657075881958,7.19332599639893,6.66719484329224,6.11242961883545
282,10.1019287109375,11.5800104141235,12.9970426559448,14.8697080612183,16.7626628875732,19.2185344696045,21.8908138275146,24.7509365081787,27.8465919494629,31.2070140838623,34.1463890075684,37.0135650634766,39.6970901489258,43.4160842895508,45.342357635498,47.8797187805176,49.8394889831543,50.3688507080078,50.4839782714844,52.2149238586426,52.8301200866699,53.2352714538574,54.1411628723145,54.8820114135742,54.8560218811035,55.3460540771484,53.9031372070313,53.0047569274902,51.1480407714844,49.4790000915527,46.8833351135254,44.6873245239258,42.497917175293,39.9358444213867,37.9777565002441,35.3452682495117,32.9601249694824,30.4906444549561,28.3763179779053,26.1937122344971,24.0974254608154,21.8326168060303,20.3651542663574,18.9013957977295,17.3187465667725,18.7819938659668,53.0021514892578,71.5673294067383,42.6870040893555,12.9425649642944,9.78479480743408,8.45710563659668,7.94507169723511,7.23891258239746,6.70252704620361,6.16295576095581,5.49235391616821
284,10.4421472549438,12.0179777145386,13.8513479232788,16.1304492950439,18.0575847625732,20.7996673583984,24.1695022583008,26.6093864440918,30.0439910888672,32.5205383300781,35.3260383605957,38.5231170654297,41.2779159545898,44.2526016235352,46.2045631408691,48.5946846008301,50.4220352172852,50.7044219970703,51.5091133117676,51.6817779541016,53.2729721069336,52.9527969360352,53.5108604431152,53.4884338378906,54.0079193115234,53.1847801208496,52.2562294006348,50.9408912658691,48.9856147766113,47.726390838623,44.9403762817383,42.6372413635254,40.4396896362305,38.6279335021973,36.564884185791,33.3923530578613,31.1226139068604,29.0496425628662,26.8141498565674,25.467809677124,23.0671539306641,20.7443943023682,19.1811771392822,17.7717571258545,15.8602781295776,15.4107141494751,35.026912689209,67.0927581787109,60.3559799194336,18.6382484436035,9.50141620635986,8.14902019500732,7.78250789642334,6.95368623733521,6.33366012573242,5.82480907440186,5.3531494140625
286,11.1862163543701,12.5576801300049,14.7683629989624,17.4937152862549,19.7286758422852,22.4737720489502,25.3906593322754,28.5470027923584,31.3895568847656,34.1828346252441,36.8001937866211,40.9202270507812,42.842700958252,45.3932800292969,48.1626968383789,49.2899055480957,50.6819648742676,51.6555786132812,50.9963874816895,51.641471862793,52.2208023071289,52.3825531005859,52.6477203369141,52.536060333252,53.2410163879395,51.7915420532227,50.9816284179687,49.817985534668,48.2453765869141,45.4916687011719,42.9353523254395,40.9983291625977,39.0420150756836,36.6315498352051,34.1375885009766,31.8135585784912,29.7591304779053,27.8124866485596,25.1664371490479,23.2535800933838,21.4422187805176,19.5025844573975,18.1085643768311,16.3618869781494,15.3263788223267,13.9953851699829,21.2125186920166,59.00048828125,67.0372848510742,28.2929344177246,9.06644630432129,7.53646755218506,7.2679705619812,6.53416347503662,5.90030336380005,5.24513149261475,5.02353954315186
288,11.418137550354,13.4024925231934,16.1324062347412,18.5914611816406,20.8604259490967,24.2508201599121,27.0655269622803,30.1565170288086,33.5743141174316,36.5337982177734,38.3620414733887,41.7550888061523,45.4048347473145,47.3766479492188,49.3450202941895,50.6066551208496,51.1274299621582,51.0591278076172,51.7542839050293,51.8490257263184,52.4329261779785,52.7435836791992,51.958667755127,52.1096992492676,51.6449012756348,50.8255767822266,49.5630569458008,48.119441986084,45.8649291992188,43.289966583252,41.3925895690918,39.0771675109863,37.5333633422852,35.1679000854492,32.8708381652832,30.4508457183838,28.3584594726562,26.4721431732178,24.2980518341064,22.1344432830811,20.2115783691406,18.611270904541,17.2335796356201,15.7603769302368,14.0518999099731,13.3108510971069,14.1540794372559,42.4813041687012,63.6471290588379,45.0498695373535,10.7297897338867,7.17738008499145,6.67493677139282,6.13038015365601,5.46122550964355,5.14815235137939,4.59314632415771
290,12.3915195465088,14.5368547439575,16.925220489502,19.987886428833,22.2329254150391,25.9109668731689,28.910343170166,32.4790954589844,35.4773635864258,38.0293235778809,40.3983268737793,43.6618843078613,46.437801361084,49.0418014526367,50.770393371582,51.6063423156738,51.665714263916,52.2079315185547,52.2347183227539,52.7055702209473,52.302661895752,52.0769920349121,52.2918472290039,52.1205558776855,51.725341796875,50.3940391540527,48.1075820922852,46.3073348999023,44.0949325561523,42.2608528137207,40.0914421081543,37.5530967712402,35.2090759277344,33.1373252868652,30.7469062805176,28.5165481567383,26.9057102203369,25.0044822692871,23.2345237731934,20.8397541046143,19.2261028289795,17.8055305480957,16.3429832458496,15.173300743103,13.3189630508423,12.1194944381714,11.6675472259521,22.9568252563477,61.9389266967773,54.2313270568848,16.8328342437744,7.14372968673706,6.36283874511719,5.68834257125854,5.20053243637085,4.70265054702759,4.49306154251099
292.029998779297,12.5515785217285,15.2342157363892,17.860668182373,20.7128601074219,24.3374519348145,27.5379524230957,31.0039157867432,34.2450523376465,36.4704704284668,40.5526542663574,43.319953918457,46.0796546936035,48.8112182617188,50.504524230957,51.8680000305176,52.7387886047363,52.4364356994629,52.8608703613281,52.6561698913574,52.7649803161621,52.4214401245117,52.9266395568848,52.6539840698242,51.4566917419434,50.7894897460937,49.0688552856445,47.0725212097168,44.8861274719238,42.5015525817871,40.313404083252,39.0502815246582,36.427318572998,34.2075347900391,31.843147277832,29.8690223693848,27.5666332244873,25.7452583312988,23.8300094604492,22.0810394287109,20.0860576629639,18.3934192657471,17.1226806640625,15.5786418914795,14.1440734863281,12.6415157318115,11.5818395614624,10.4505929946899,13.283164024353,48.3891334533691,58.9646949768066,29.2827930450439,8.54113674163818,5.85121726989746,5.40816020965576,4.68171501159668,4.27833843231201,3.89794135093689
294.059997558594,13.0496616363525,16.1295394897461,18.9808406829834,22.0012111663818,25.5604858398438,29.6440391540527,33.2092666625977,36.1870269775391,39.1610832214355,42.4691123962402,45.5872421264648,48.5062446594238,50.7693061828613,52.7594375610352,53.468921661377,53.5196723937988,53.5875129699707,53.8170547485352,53.3568916320801,53.5256004333496,53.2977638244629,52.6724739074707,52.270393371582,50.8813819885254,50.7867774963379,48.7104873657227,46.3840827941895,44.5987205505371,41.6741561889648,39.9512519836426,37.4241676330566,35.2291221618652,32.4224128723145,30.6504821777344,28.541934967041,26.5287399291992,25.0840148925781,22.995735168457,20.904317855835,18.7598972320557,17.7587299346924,16.0332450866699,14.66579246521,12.9970664978027,11.8481407165527,11.0261058807373,9.79519176483154,10.0848150253296,26.1292953491211,61.2193717956543,49.1485252380371,12.9541358947754,5.62052917480469,4.96131801605225,4.47093868255615,4.03281879425049,3.67200136184692
295.929992675781,13.661114692688,16.9668388366699,20.2215747833252,23.4162311553955,27.2217407226562,31.0396575927734,35.0336227416992,38.6469764709473,40.5684089660645,44.1259498596191,47.7680969238281,50.0963554382324,52.6579818725586,54.372444152832,55.4889945983887,54.3124694824219,54.5040969848633,54.5833015441895,54.7256317138672,54.0386047363281,53.7516746520996,53.1694679260254,52.2544441223145,51.4229049682617,50.0494270324707,47.9485855102539,45.8943710327148,42.9909744262695,40.6028137207031,38.7238731384277,36.4941825866699,34.0169525146484,31.4683399200439,29.1875400543213,27.6979637145996,25.3933849334717,23.7606239318848,21.5425472259521,19.9847507476807,18.1412353515625,16.6169052124023,15.359935760498,14.0862226486206,12.4413433074951,11.4268522262573,10.2573890686035,9.29761695861816,8.7171573638916,15.4773082733154,53.7035179138184,62.0435981750488,19.9493808746338,5.58353424072266,4.65201473236084,4.24072170257568,3.66997289657593,3.41091990470886
297.959991455078,14.9290542602539,17.7967166900635,21.3427581787109,25.1246452331543,28.6312408447266,32.9866104125977,36.2906494140625,39.7007102966309,42.6779518127441,45.816349029541,49.6049575805664,51.660758972168,54.2449150085449,55.4359245300293,55.4399490356445,54.7727584838867,55.4603729248047,55.0534820556641,54.5232429504395,53.6977691650391,52.8211479187012,53.0125198364258,51.9922714233398,50.7625198364258,48.4768104553223,46.7614250183105,44.0745391845703,41.1971588134766,39.7107162475586,37.4863357543945,34.9661598205566,33.0863800048828,30.6727485656738,28.2664241790771,26.6103229522705,24.2472267150879,22.1706867218018,20.6915187835693,19.3236713409424,17.5432739257813,15.6771278381348,14.4084348678589,13.3518056869507,11.7858905792236,10.7146701812744,9.67219257354736,8.8718433380127,7.90566396713257,9.72128200531006,40.2658081054687,61.5243949890137,31.8357353210449,7.27221822738647,4.40705156326294,3.90320062637329,3.64013671875,3.15723347663879
300,15.415057182312,19.0702114105225,22.5639305114746,26.3644638061523,30.4584922790527,34.3949775695801,37.9394874572754,41.3176536560059,44.7377548217773,48.0256156921387,50.5667762756348,53.7897300720215,55.3122062683105,55.5622863769531,55.3165168762207,55.6009521484375,54.8673515319824,55.1475715637207,54.290355682373,54.5187072753906,53.3647117614746,52.2860641479492,50.656623840332,48.9769554138184,47.9277458190918,45.8339996337891,43.0478935241699,40.1373138427734,37.8787155151367,35.3253479003906,33.3336524963379,30.8312015533447,28.6674308776855,26.7058925628662,24.9636936187744,23.3746376037598,21.4306678771973,19.444393157959,17.7258758544922,16.6106147766113,15.1012573242187,13.6113958358765,12.1104021072388,11.0802536010742,9.88336086273193,9.11297702789307,8.17244052886963,7.41118574142456,7.5098385810852,22.8796195983887,51.9942359924316,43.1608009338379,12.4665565490723,4.08938503265381,3.51076316833496,3.19527339935303,2.94042181968689
302,16.2979793548584,19.7302093505859,23.7202129364014,28.2722721099854,32.0679054260254,36.1625823974609,40.2972145080566,42.9420700073242,47.1007881164551,49.8491363525391,53.2535972595215,54.641975402832,57.0085868835449,56.2465057373047,56.3348083496094,55.6572914123535,56.7800369262695,56.0609931945801,54.5802993774414,53.8606147766113,53.9783706665039,51.6251564025879,50.9094047546387,49.3796691894531,46.0273628234863,43.7256774902344,41.7959365844727,38.7783660888672,36.5658683776855,34.9597511291504,32.2608985900879,29.8904514312744,28.0770606994629,25.7801895141602,23.8191986083984,22.2827911376953,20.4052963256836,18.6012306213379,17.0181732177734,15.6819763183594,14.1616735458374,12.6557378768921,11.4239568710327,10.464771270752,9.52880954742432,8.48137283325195,7.5724983215332,6.76067638397217,6.41149520874023,10.2008972167969,37.5439949035645,52.0112342834473,23.1698760986328,4.76854944229126,3.46749758720398,3.02391958236694,2.78735518455505
